
 Packet Statistics:
  - Total Packets: 328623
  - Total Data Transferred: 324313533 bytes
  - Min Packet Size: 42 bytes
  - Max Packet Size: 1514 bytes
  - Avg Packet Size: 986.886 bytes

[Unique Source-Destination IP:Port Pairs]
  - 10.0.136.7:53 -> 10.7.11.235:63446
  - 142.250.194.163:443 -> 10.7.11.235:60689
  - 10.7.11.235:60689 -> 142.250.194.163:443
  - 10.7.11.235:63443 -> 10.0.136.7:53
  - 142.250.199.170:443 -> 10.7.11.235:50238
  - 10.0.136.7:53 -> 10.7.11.235:63441
  - 10.0.136.7:53 -> 10.7.11.235:63442
  - 10.7.11.235:63441 -> 10.0.136.7:53
  - 10.7.11.235:63440 -> 52.54.217.78:443
  - 45.127.10.7:1 -> 0.5.192.228:2048
  - 10.0.136.7:53 -> 10.7.11.235:63438
  - 10.0.136.7:53 -> 10.7.11.235:63439
  - 172.253.115.94:443 -> 10.7.11.235:65520
  - 10.7.11.235:57981 -> 142.250.70.46:443
  - 10.0.136.7:53 -> 10.7.11.235:63432
  - 10.0.136.7:53 -> 10.7.11.235:63433
  - 10.7.11.235:63433 -> 10.0.136.7:53
  - 10.7.11.235:63432 -> 10.0.136.7:53
  - 34.225.70.191:443 -> 10.7.11.235:63431
  - 10.0.136.7:53 -> 10.7.11.235:63429
  - 10.7.11.235:63429 -> 10.0.136.7:53
  - 10.0.136.7:53 -> 10.7.11.235:63427
  - 10.7.11.235:63427 -> 10.0.136.7:53
  - 10.0.136.7:53 -> 10.7.11.235:63426
  - 52.21.246.40:443 -> 10.7.11.235:63424
  - 10.7.11.235:63424 -> 52.21.246.40:443
  - 10.7.11.235:63423 -> 54.175.81.243:443
  - 10.0.136.7:53 -> 10.7.11.235:63421
  - 10.7.11.235:63422 -> 10.0.136.7:53
  - 10.7.11.235:63421 -> 10.0.136.7:53
  - 142.250.194.202:443 -> 10.7.11.235:59657
  - 142.250.194.202:443 -> 10.7.11.235:63420
  - 10.7.11.235:63420 -> 142.250.194.202:443
  - 10.0.136.7:53 -> 10.7.11.235:63419
  - 10.7.11.235:63419 -> 10.0.136.7:53
  - 10.0.136.7:53 -> 10.7.11.235:63417
  - 10.7.11.235:61220 -> 10.0.136.7:53
  - 10.0.136.7:53 -> 10.7.11.235:63416
  - 10.7.11.235:63417 -> 10.0.136.7:53
  - 10.7.11.235:63414 -> 10.0.136.7:53
  - 10.7.11.235:63413 -> 10.0.136.7:53
  - 10.7.11.235:50060 -> 142.251.42.46:443
  - 10.0.136.7:53 -> 10.7.11.235:63412
  - 10.7.11.235:63411 -> 10.0.136.7:53
  - 142.250.70.74:443 -> 10.7.11.235:60221
  - 10.7.11.235:60221 -> 142.250.70.74:443
  - 10.7.11.235:63408 -> 10.0.136.7:53
  - 10.0.136.7:53 -> 10.7.11.235:63406
  - 10.7.11.235:55551 -> 142.250.192.3:443
  - 10.7.11.235:58476 -> 142.250.183.195:443
  - 10.7.11.235:63405 -> 10.0.136.7:53
  - 10.0.136.7:53 -> 10.7.11.235:63403
  - 173.194.52.169:443 -> 10.7.11.235:54854
  - 10.0.136.7:53 -> 10.7.11.235:63402
  - 10.0.136.7:53 -> 10.7.11.235:61058
  - 10.7.11.235:63403 -> 10.0.136.7:53
  - 10.0.136.7:53 -> 10.7.11.235:61208
  - 74.125.200.84:443 -> 10.7.11.235:57443
  - 10.7.11.235:57443 -> 74.125.200.84:443
  - 10.7.11.235:63401 -> 10.0.136.7:53
  - 142.250.192.10:443 -> 10.7.11.235:63568
  - 10.7.11.235:61055 -> 10.0.136.7:53
  - 142.250.192.1:443 -> 10.7.11.235:62934
  - 18.204.106.12:443 -> 10.7.11.235:63395
  - 142.250.194.238:443 -> 10.7.11.235:63433
  - 10.0.136.7:53 -> 10.7.11.235:63394
  - 10.0.136.7:53 -> 10.7.11.235:63393
  - 10.7.11.235:63394 -> 10.0.136.7:53
  - 10.0.136.7:53 -> 10.7.11.235:61207
  - 10.0.136.7:53 -> 10.7.11.235:63390
  - 10.7.11.235:63390 -> 10.0.136.7:53
  - 142.250.183.195:443 -> 10.7.11.235:51070
  - 10.7.11.235:63389 -> 18.204.106.12:443
  - 10.7.11.235:63386 -> 10.0.136.7:53
  - 10.7.11.235:58927 -> 142.250.183.195:443
  - 10.7.11.235:63383 -> 10.0.136.7:53
  - 10.7.11.235:60780 -> 142.250.192.10:443
  - 10.0.136.7:53 -> 10.7.11.235:63381
  - 10.7.11.235:63382 -> 10.0.136.7:53
  - 10.7.11.235:63381 -> 10.0.136.7:53
  - 10.7.11.235:59139 -> 142.250.194.238:443
  - 10.0.136.7:53 -> 10.7.11.235:63380
  - 10.0.136.7:53 -> 10.7.11.235:63379
  - 10.7.11.235:56022 -> 142.250.192.42:443
  - 10.7.11.235:63379 -> 10.0.136.7:53
  - 10.0.136.7:53 -> 10.7.11.235:63377
  - 10.0.136.7:53 -> 10.7.11.235:63378
  - 10.7.11.235:55901 -> 142.251.42.4:443
  - 10.7.11.235:63378 -> 10.0.136.7:53
  - 10.7.11.235:63377 -> 10.0.136.7:53
  - 10.7.11.235:63376 -> 10.0.136.7:53
  - 10.7.11.235:63375 -> 10.0.136.7:53
  - 142.251.42.110:443 -> 10.7.11.235:61206
  - 10.7.11.235:61206 -> 142.251.42.110:443
  - 10.0.136.7:53 -> 10.7.11.235:63374
  - 10.0.136.7:53 -> 10.7.11.235:61106
  - 10.7.11.235:63374 -> 10.0.136.7:53
  - 10.7.11.235:63373 -> 10.0.136.7:53
  - 142.250.192.100:443 -> 10.7.11.235:58862
  - 74.125.200.84:443 -> 10.7.11.235:65041
  - 10.0.136.7:53 -> 10.7.11.235:61135
  - 10.7.11.235:65041 -> 74.125.200.84:443
  - 142.250.192.35:443 -> 10.7.11.235:59941
  - 142.250.192.35:443 -> 10.7.11.235:64748
  - 10.7.11.235:59941 -> 142.250.192.35:443
  - 10.7.11.235:63370 -> 10.0.136.7:53
  - 10.7.11.235:63368 -> 54.175.81.243:443
  - 142.250.192.3:443 -> 10.7.11.235:55578
  - 10.0.136.7:53 -> 10.7.11.235:63367
  - 10.7.11.235:63367 -> 10.0.136.7:53
  - 54.175.81.243:443 -> 10.7.11.235:63365
  - 18.234.0.179:443 -> 10.7.11.235:61141
  - 10.7.11.235:63365 -> 54.175.81.243:443
  - 10.0.136.7:53 -> 10.7.11.235:63364
  - 10.7.11.235:63364 -> 10.0.136.7:53
  - 10.7.11.235:63363 -> 10.0.136.7:53
  - 10.7.11.235:56948 -> 142.250.70.46:443
  - 10.7.11.235:63361 -> 10.0.136.7:53
  - 10.7.11.235:63434 -> 34.234.179.131:443
  - 142.250.183.142:443 -> 10.7.11.235:50771
  - 10.7.11.235:63415 -> 142.250.194.138:443
  - 10.7.11.235:50771 -> 142.250.183.142:443
  - 10.0.136.7:53 -> 10.7.11.235:63360
  - 10.7.11.235:63360 -> 10.0.136.7:53
  - 142.250.183.46:443 -> 10.7.11.235:59231
  - 10.7.11.235:59231 -> 142.250.183.46:443
  - 10.0.136.7:53 -> 10.7.11.235:61195
  - 10.7.11.235:63358 -> 10.0.136.7:53
  - 10.0.136.7:53 -> 10.7.11.235:61190
  - 10.7.11.235:54757 -> 142.250.70.106:443
  - 10.0.136.7:53 -> 10.7.11.235:63356
  - 10.0.136.7:53 -> 10.7.11.235:63355
  - 142.250.194.163:443 -> 10.7.11.235:60707
  - 10.0.136.7:53 -> 10.7.11.235:63404
  - 10.7.11.235:60707 -> 142.250.194.163:443
  - 10.0.136.7:53 -> 10.7.11.235:63354
  - 10.0.136.7:53 -> 10.7.11.235:63353
  - 10.7.11.235:63352 -> 44.238.247.143:443
  - 10.0.136.7:53 -> 10.7.11.235:63351
  - 44.193.143.148:443 -> 10.7.11.235:63349
  - 44.193.143.148:443 -> 10.7.11.235:63348
  - 10.0.136.7:53 -> 10.7.11.235:63346
  - 10.0.136.7:53 -> 10.7.11.235:63347
  - 10.7.11.235:63347 -> 10.0.136.7:53
  - 10.7.11.235:63346 -> 10.0.136.7:53
  - 10.7.11.235:63449 -> 10.0.136.7:53
  - 18.204.106.12:443 -> 10.7.11.235:63392
  - 142.250.183.110:443 -> 10.7.11.235:62906
  - 10.7.11.235:63345 -> 44.193.143.148:443
  - 142.250.194.163:443 -> 10.7.11.235:50779
  - 10.0.136.7:53 -> 10.7.11.235:53135
  - 10.7.11.235:50779 -> 142.250.194.163:443
  - 10.0.136.7:53 -> 10.7.11.235:63422
  - 142.250.193.241:443 -> 10.7.11.235:63344
  - 10.0.136.7:53 -> 10.7.11.235:63408
  - 10.7.11.235:63344 -> 142.250.193.241:443
  - 142.250.193.241:443 -> 10.7.11.235:55505
  - 10.7.11.235:63343 -> 142.250.192.35:443
  - 10.7.11.235:63442 -> 10.0.136.7:53
  - 10.0.136.7:53 -> 10.7.11.235:63341
  - 10.7.11.235:63341 -> 10.0.136.7:53
  - 10.7.11.235:63337 -> 10.0.136.7:53
  - 10.0.136.7:53 -> 10.7.11.235:63335
  - 10.7.11.235:63335 -> 10.0.136.7:53
  - 142.251.42.46:443 -> 10.7.11.235:49202
  - 10.7.11.235:49202 -> 142.251.42.46:443
  - 172.253.115.94:443 -> 10.7.11.235:61372
  - 10.0.136.7:53 -> 10.7.11.235:63334
  - 10.0.136.7:53 -> 10.7.11.235:63333
  - 10.7.11.235:63334 -> 10.0.136.7:53
  - 10.7.11.235:63333 -> 10.0.136.7:53
  - 10.7.11.235:63332 -> 10.0.136.7:53
  - 10.7.11.235:63331 -> 10.0.136.7:53
  - 10.0.136.7:53 -> 10.7.11.235:63330
  - 10.7.11.235:63329 -> 10.0.136.7:53
  - 142.251.42.46:443 -> 10.7.11.235:64243
  - 10.0.136.7:53 -> 10.7.11.235:61082
  - 10.7.11.235:64243 -> 142.251.42.46:443
  - 10.7.11.235:64518 -> 142.250.183.110:443
  - 10.7.11.235:63328 -> 44.193.143.148:443
  - 44.193.143.148:443 -> 10.7.11.235:63327
  - 44.193.143.148:443 -> 10.7.11.235:63326
  - 10.0.136.7:53 -> 10.7.11.235:63324
  - 10.7.11.235:63321 -> 10.0.136.7:53
  - 142.251.42.106:443 -> 10.7.11.235:63319
  - 10.0.136.7:53 -> 10.7.11.235:63315
  - 10.7.11.235:63316 -> 10.0.136.7:53
  - 10.0.136.7:53 -> 10.7.11.235:63312
  - 10.7.11.235:63407 -> 10.0.136.7:53
  - 10.7.11.235:63313 -> 10.0.136.7:53
  - 10.7.11.235:61126 -> 10.0.136.7:53
  - 10.0.136.7:53 -> 10.7.11.235:63310
  - 10.7.11.235:63310 -> 10.0.136.7:53
  - 142.251.42.46:443 -> 10.7.11.235:60211
  - 216.58.196.97:443 -> 10.7.11.235:50832
  - 10.0.136.7:53 -> 10.7.11.235:63308
  - 10.7.11.235:63307 -> 10.0.136.7:53
  - 10.7.11.235:56140 -> 142.250.70.106:443
  - 10.0.136.7:53 -> 10.7.11.235:63305
  - 10.7.11.235:63306 -> 10.0.136.7:53
  - 142.250.192.106:443 -> 10.7.11.235:54917
  - 10.7.11.235:49887 -> 142.250.192.78:443
  - 10.0.136.7:53 -> 10.7.11.235:63302
  - 10.0.136.7:53 -> 10.7.11.235:63301
  - 142.250.192.78:443 -> 10.7.11.235:64685
  - 10.7.11.235:63302 -> 10.0.136.7:53
  - 10.7.11.235:63301 -> 10.0.136.7:53
  - 10.7.11.235:64685 -> 142.250.192.78:443
  - 10.0.136.7:53 -> 10.7.11.235:63299
